crop_type,month,avg_temp_c,rainfall_mm,humidity_percent,soil_ph,nitrogen_kg_ha,disease_incidence,yield_t_ha
0,1,25.73737447023133,80.7508237809364,62.98047200701369,5.660211453219205,111.13416562477262,0.0,3.588600845067372
1,0,28.635487809984618,189.66059911260635,60.78047449169091,6.383667409603909,87.09737125921691,0.0,1.5525922561511716
0,3,17.695246633053628,135.79183829316457,57.63706340286574,5.826733516796841,127.21520276158381,0.0,2.097459790070495
1,3,18.563149873858166,232.29337188736199,77.78563835574911,5.868918102119767,67.04625115816421,1.0,1.8511899154568858
1,1,29.570926410624594,213.0729121479849,58.748624519917094,5.904587898316407,88.45158137062666,1.0,1.7618463514399176
1,1,17.714654290642347,261.4010907474767,73.81213063709956,6.273414114087956,84.69589503775859,0.0,2.8792199195161543
0,2,27.815776400543687,223.12320666730633,60.585401077014296,5.602300411240796,93.18070951077772,1.0,3.4933834969910236
1,0,22.384167846720523,157.48276934753704,76.47875779175475,6.295586881858196,128.17798259287264,0.0,2.3007468562418563
0,0,18.708466116047656,218.2416555986081,82.59758914162157,6.5234148942294015,98.41730321634074,1.0,1.8016084710598548
1,4,28.06124851908767,118.84529356385463,81.12100972578612,6.46658856993265,129.40144502659626,0.0,2.5142860604523696
0,2,21.679578825039982,126.57837469455318,80.43405323723127,6.265568200806081,107.64889031398658,0.0,3.0418654229170934
1,2,22.72226030894535,247.24628998019833,57.50889622769008,7.178293216141505,84.20694346575553,0.0,3.215227884858717
0,2,20.388500540996485,161.60487910039555,53.535397879380746,5.790653384841008,130.99787436834725,1.0,1.9628990934951391
0,2,23.894262771523913,249.5950851295881,77.95795313949543,6.5113934875627475,73.82896705530916,1.0,1.51625561557066
1,0,17.452858088775344,255.6055934170696,64.73388855177406,5.624082833913109,72.43829797997955,1.0,1.0896438535285788
0,0,20.86622304977641,264.390584415321,67.2938490561339,5.642311357755819,100.45029240548358,1.0,3.0093376891705192
1,2,29.541184835029313,279.1588089603018,51.24596371173564,6.647731699354193,76.0849245962089,0.0,3.5597409540616605
1,4,18.872001490516915,157.74630512832405,60.38305797100197,6.632036849775642,50.908703495121635,1.0,2.5495346454082233
1,3,24.851049968119383,129.71670458028473,51.34705615497856,7.256067025688914,114.82975272988016,0.0,3.8116465239556168
1,3,19.877850963370424,195.54968664852848,85.16743090404991,6.615747351320146,101.1093821472398,1.0,1.1652296710955268
1,4,26.602096885299012,142.7931058594069,59.73586732874122,7.419582040809701,94.55178144931611,0.0,1.8171820701577333
1,2,16.963104910775247,200.26854170005825,72.29348678292033,5.597389696799859,146.69685146183153,1.0,1.7590512233574522
1,0,29.547315676178172,226.39646566095615,51.55917282644522,5.696015369561482,107.11991839629137,0.0,1.525117452637079
1,3,21.80684312075459,222.1012546230342,76.67389565222632,5.588131723140763,136.34315777893846,0.0,2.7283260797803273
1,1,18.540756950196958,143.63822175503034,62.921093830163755,5.87055370066708,63.94502362051602,1.0,1.5983646905771325
1,1,16.10245120995019,91.7150504246882,85.91676747830664,6.582540221883356,106.92064631294278,0.0,3.2867402225165554
1,4,17.54636857631311,157.63233461555188,85.52472755736143,6.7911443628548565,136.7979626730903,1.0,1.4607549939097915
0,2,22.796609228340266,85.64853602047718,63.01162473446991,5.591170315897338,108.3105757279898,0.0,2.6530993965716974
0,3,20.055047646469294,272.52425879595205,86.03843582761871,7.391941779691199,121.80141781270015,1.0,1.6743322012704553
1,2,27.433250488239143,136.46936518446435,89.84630693995115,7.184330753300762,87.20435678122074,0.0,1.564597430550028
1,3,21.46331285492709,88.61493680583095,83.01662656495793,6.093224964314186,59.24495170370666,0.0,3.4511778459503875
1,4,18.730714088814448,56.36193997643772,83.79485391020916,5.654375060452936,95.79002951270715,0.0,1.700158506322414
1,4,24.25717479906045,211.45559657162107,59.9603494443636,5.839774146438114,89.44793908388576,0.0,1.5249230868362962
1,1,25.601658253281688,209.2255793636858,73.06809595431025,5.753888827509945,136.70601823789474,0.0,3.5190646739074376
1,2,17.505628618514248,135.15104164532292,52.690236558694714,5.746567558597894,74.39953023524723,1.0,2.462100583157956
1,1,17.514288244324764,67.92797221191276,53.79671747286679,6.537123377331468,146.6734227535108,0.0,3.2079389080995453
1,2,15.550071404003145,152.407223723808,89.95570448133162,5.991694884986801,145.8138119804496,0.0,3.4571215449666437
0,1,26.04603022598461,127.8043737658484,63.06556997703644,6.216279433058289,74.76316430714387,1.0,3.0780725061211043
1,0,24.957067914327077,219.28015993375234,79.92735648195385,7.4790106667686445,84.80519554773204,0.0,2.082254596623704
0,0,22.11946313624721,201.4448123631726,82.26660212107265,6.86862849785069,139.5555740873885,1.0,2.9270419004542907
1,0,27.662556734537958,141.148432049385,84.32093084028917,7.397961334094003,146.66222208961074,1.0,1.228000471353391
1,0,27.085052294250797,104.47313856374753,89.90513189608626,5.785113110066231,94.3439102836044,0.0,2.0294953747037567
0,3,23.780315465951283,297.00899153889793,59.65985941027471,6.2642789496651385,82.09970456408979,0.0,2.5607218893503543
1,0,28.02406920769888,163.50040529902873,51.61403307438799,6.6094636065647085,102.60940132515421,0.0,3.9964020164640717
0,4,18.087618150551524,222.06855894505927,66.44766071978344,5.653516123777476,118.77692063657348,0.0,4.505732180476597
1,4,16.678794290965918,85.1382418945902,55.20322679315788,5.508374887255916,77.34745153749799,0.0,3.604038649394538
1,3,19.046244172754843,171.39742491484947,50.8970355664822,6.840868667593835,123.64731746190728,1.0,2.4401507479153355
0,0,15.856302841339723,56.88417996736637,64.41707308565944,6.783639033602871,55.1657357114641,1.0,1.4191061806896295
1,0,22.967542920015482,176.36377947761247,81.34953004300945,6.321577619999223,54.929449276441645,0.0,2.125896823927139
0,0,29.049085384424423,291.0043517794256,72.64722764900284,6.479288152064065,88.62877051455453,0.0,4.664816589534518
1,1,15.590153110027645,146.05167824645005,62.51111956841416,6.330886001184179,85.34731920607206,1.0,1.9613313139456814
0,2,16.831648710150404,59.7490031437279,76.17368021970879,5.548010089689778,81.56332153671522,0.0,4.4149005016450555
0,1,21.782985424251528,57.738947729835886,59.28072721235243,6.170743212434925,99.101976266891,1.0,1.9640577591206545
1,2,29.008125262918576,146.99668998671737,50.5752578428834,5.85416451079458,82.07335823115713,0.0,1.7152902762659346
1,0,19.742341574651256,90.00623411579852,80.57413545745709,5.696848378202738,69.22579184680919,0.0,2.7569586046167016
0,0,22.608522130325888,55.83802408204648,74.94972339456037,7.4134408677787,80.94695490886009,0.0,3.3261986393542253
1,1,15.623592885755881,239.05340348754422,80.49210498003839,6.698719450084331,147.4904272810235,0.0,2.8045771882629733
1,1,17.225148014431333,164.6307522204727,51.55752066750662,6.957312568473205,91.11134169948485,1.0,0.9888053152367156
1,2,29.799451844382702,122.31119299316363,83.48478511322608,6.130727486532235,94.47127768583357,0.0,3.2825357296543523
0,4,29.476780446540683,275.0207957541202,74.78104800145213,6.286294258988031,107.65449899511401,0.0,2.158807806706455
0,2,15.074099714016144,79.0347400501314,72.5358140285056,5.973847987793447,148.33407684142264,0.0,4.865525481434397
0,1,29.277176781348587,288.9797072388298,74.98456192458127,5.693931341930849,74.1601276435763,0.0,2.9705738412111136
0,1,24.586799067232505,128.4916793443382,84.57732987473457,5.858063274883167,118.12821105324338,0.0,3.730808370034519
0,3,28.01877441780033,272.1009180771703,73.47746026235629,7.0950280905929715,121.59846935417241,0.0,3.0685818303841383
0,1,21.82109783450789,200.7357191198654,73.23801519552717,6.855091610367552,110.73244167930659,0.0,3.6803479490280453
0,3,22.733940428688754,256.67683993537185,89.62716628263064,6.593857751970954,58.857833963664405,0.0,3.260748805422626
0,4,22.3326987038538,296.0032908026161,80.26920668274272,6.450179745733536,117.68722758275764,0.0,2.017594183661484
0,2,25.002963863191567,122.10135945468643,67.69175221804541,7.344868567312249,56.40947110361755,0.0,4.643774203289035
1,2,17.094768821344694,290.28387135189826,78.2958800013171,5.645469895557337,109.6142649549897,0.0,3.267008990526263
0,3,15.449603848090169,147.3704737256051,65.56921886767154,6.061201626475832,123.95811772217426,1.0,1.968435569033635
1,2,19.618949123867864,146.3779761842306,59.15501849933996,6.1998757071414285,71.09698906199505,0.0,2.922303514611791
1,1,25.5702114410497,135.0967760636264,73.87407507551038,7.064851624425575,134.16220075427742,0.0,3.8547639681510506
1,0,18.027801781844225,185.3519018368963,87.12728392455806,7.485029240323943,53.03538055330043,1.0,1.1157571113888778
0,3,25.101486499873758,88.53626079462177,87.1655808006185,5.981341029514306,134.3812863658306,1.0,2.2616378159325903
0,2,29.548680691609057,188.4278713395028,63.67621112421961,7.248614668274161,96.0329050642765,0.0,2.147445171035531
0,3,16.408510736841276,185.426203102501,71.1070986488678,7.161245520863583,71.75879399316445,0.0,4.371540822600943
0,3,25.089031773376895,240.4754531512175,58.46543594279445,5.9493147952835335,63.3778144993968,0.0,2.9049867248934467
1,0,21.656253289568568,258.41249048439636,89.82524437995534,6.298665160398445,145.33071675823726,0.0,3.6359987833142005
0,1,28.02213381566258,160.110337578106,89.24471631471744,6.319345738585039,57.26655875811567,1.0,1.971862334080274
0,3,17.657246841710787,125.58331233787344,75.98035718829789,7.456441337053117,69.90934199359256,0.0,2.7559946649322153
0,2,25.389389283392468,114.83372432927362,82.17656238709893,5.861783802757797,84.7822347433046,1.0,2.621336559484486
0,4,27.571729344721653,98.65595917621798,78.604006451348,7.098315942209564,112.02348489611205,0.0,3.7891807990773847
0,3,29.16921329211035,64.41189554975622,73.72632876157873,6.16838542834622,104.48010852760984,0.0,4.4213210609585385
1,3,25.24872042434469,135.61199470867834,52.133919879555904,6.961740691552321,62.5643492412314,0.0,1.7918697569219888
0,0,22.45762146012641,117.56192303269582,68.19057370210643,6.340022008591326,78.97279837382146,0.0,3.610577439507855
1,1,24.267708603018207,291.60434646660184,76.99145208669643,6.65671952623308,73.8751771086024,1.0,1.476072197723823
0,4,28.033574767180774,189.42720656251097,77.10126455534738,7.165223546652262,71.35428544903414,1.0,3.0046007318156462
1,2,23.559146199582443,136.81925975762687,64.92490473689534,7.108331129967768,91.11443364799871,0.0,1.590851870790606
0,4,15.455805895452553,195.116900248424,87.66767946632123,7.2328463670794,120.40314525916568,0.0,4.185481801542321
0,2,28.964230432604666,84.79917533642387,56.69428128947124,5.619234650689318,71.74529322172359,0.0,3.1138127615161815
1,1,25.342901265473415,161.01093730055072,70.01437784862242,6.884101106079489,86.66788797029814,0.0,3.313670421125407
1,2,25.147700786658696,206.55858035526595,77.6353590620329,5.7799747534435255,89.09174268411623,0.0,2.515916013193654
1,0,18.235127285965756,172.22445794811284,77.88543223567237,6.3316371360368215,147.64565294354102,1.0,1.853843978953752
0,0,24.883282053489857,150.44470016358105,75.94555827075263,6.597176830109377,145.4666356879069,1.0,1.7605242095907552
1,0,20.90796608481238,298.46209722492455,61.01152853807441,6.305478969493661,130.01375827520758,0.0,3.2321960692416303
0,0,24.768494655622384,270.07869053723175,56.24826274746488,6.539223351606015,74.16589208191851,0.0,4.098583611207715
0,4,16.59889545461986,205.85148953986004,75.43761307306843,7.493052617597238,56.80373140916697,0.0,2.4151927579043737
1,1,24.867679569045542,192.3443402955707,73.97208464557751,5.7704346274257095,81.69041377206247,0.0,2.8116807667140558
1,2,29.991205886559996,205.16511995614601,57.17424041156964,6.850912090672852,76.67945494338309,0.0,2.344996952571225
0,2,15.723180582908341,100.32802695560832,78.20556582282254,6.29200193277123,100.5925800146394,1.0,2.633476724008711
0,0,29.65761276331976,148.78443581607965,68.20687966934625,5.766019597814657,127.7727910067793,0.0,3.349411972113286
1,0,21.10361941084306,59.86488322272483,76.71042366412613,5.8174735267486195,135.83229388788578,0.0,3.485336404330681
1,3,28.061301755058885,168.88650937170667,83.49468319080603,7.398546212491234,134.48640854105085,0.0,3.7368689270782527
1,1,26.735782260874103,185.75614598941578,56.78913714307693,7.259202993423524,85.96755612230677,0.0,2.5264967430956666
0,4,23.50524391480002,106.93743402580239,50.76579471987347,7.314083920830043,118.72343434606829,1.0,3.2821391045903154
0,2,26.076738138769898,291.00721179137844,81.16410345583148,7.483065551654773,81.283419752422,1.0,3.2038591489566626
0,3,28.177733419520216,277.3636527343105,74.38789700610464,5.9166307800170355,56.09055432351827,0.0,4.5949849286233295
0,3,21.062104824765495,230.53580886397646,77.98558278488487,6.210878674728123,120.15652656029422,0.0,2.534994537284649
0,2,19.90549742344858,183.34665719134065,83.5261989995457,6.838438059849733,50.982755256978784,0.0,3.2539055240416612
0,4,25.01390078345377,267.49228991192126,82.11243739298001,6.467605079721294,90.91825874584886,0.0,2.9617027580494972
1,3,27.11768912911888,82.66308595586572,88.43680587715298,6.336779066756667,82.93792693020757,0.0,2.240441913897496
0,3,26.434277021649237,247.62744856872123,71.43740315408473,6.215622498671186,119.33775385188524,0.0,3.3255611242731917
0,1,26.967204732879516,81.20520349171207,69.53982530639621,6.687561263886904,126.62454727603789,0.0,4.239356386571342
0,4,21.533749722193996,248.55266563735137,66.0754879956292,6.651186857280164,80.40946359712838,1.0,2.989257368095034
1,3,27.267513242625323,118.94189206283924,56.14764171376818,5.822915668128481,131.16270144448535,0.0,3.3611054195938843
0,4,16.80313583055913,269.27264525454723,72.90428931528089,6.443479675036878,79.39167605049337,0.0,2.390953964273873
0,2,23.167336469412746,286.01052345634946,61.08050097303915,6.6069435524196996,94.63263599865613,0.0,4.4231071071321715
1,0,15.086379907471823,87.19899235127892,86.85230048851902,6.640573877462781,122.7018527014134,0.0,1.658133522246699
0,3,19.868787448504055,165.66890126634837,73.3276321710839,5.920214385824703,119.29202292247886,0.0,4.57623490558874
0,1,20.49692302307097,295.2468445406713,73.7136072203244,6.9845427845045736,148.73684723122,0.0,2.75960349010993
0,2,20.94259037413883,170.85185899328667,64.1969864350804,5.55039818964214,72.51610242159319,0.0,3.582738867276051
0,4,25.432008100347932,265.8868806286363,52.0795740791083,6.209663711086325,116.23179135395823,0.0,2.699562663264849
0,2,20.828371519055185,197.18288053282996,51.269750614919545,7.0604252970712675,110.96819082757774,1.0,2.049673980368027
1,3,21.73040433933796,143.83247697990046,66.9334057661279,6.6277858421108045,141.509845449003,0.0,1.5403116159305372
1,4,18.56316196311491,121.44588888146755,53.382615123889515,6.02232486502172,65.63621416448751,0.0,2.3792745448970205
1,0,20.5987768744401,100.80577277152182,74.27387822160557,6.889906238686096,125.1798163586933,0.0,1.6818406544429911
0,2,18.409044408947274,240.4495478444243,85.2389202255863,6.634781888312147,106.82686162687683,0.0,2.6533424053027055
0,3,16.097938856526653,146.635126705757,85.31659266074888,7.092487218912774,77.46658697879055,0.0,4.409636369732279
0,1,24.05172890072067,177.8188655501878,76.36181640528929,6.970050372379647,97.44349141471741,0.0,4.2226496201659565
1,4,25.023191978325244,173.08137000029546,58.449273258917245,6.720215844072469,83.37765970697978,0.0,2.388824492880019
0,2,24.292355190144217,194.31975730828282,84.51987325435488,6.476355350621628,107.93134027884608,1.0,2.018872876759609
0,2,21.952410657008585,266.39428640613806,85.44373741252832,5.766364251335046,138.9000610814666,0.0,4.236193217424619
1,0,20.69678670268845,295.18483589585736,57.866143398118346,6.022666035770768,106.93049844122021,0.0,2.2569190190435626
0,0,27.95000474357738,151.89605214345426,79.49704343082709,6.33819894583417,113.17224183265841,0.0,4.453890483047461
1,1,22.78622677704327,256.87973052657577,61.46078195708492,6.698598574012777,101.87478471147094,1.0,1.8607605458973218
1,1,22.187728164445964,241.13194866367942,82.1056124941172,6.52741571043061,55.11655064454759,0.0,3.7581840555972854
1,3,15.384630987096536,193.38223786389332,89.8895159961441,6.076369051919059,73.28585568760943,0.0,2.080196444665413
0,3,20.118717414392346,289.01178590298326,51.201040213175716,5.512928715579421,99.20017294320827,0.0,4.471233385736899
0,1,20.702934281787854,100.1186288821007,85.89463463163727,6.492478443801628,81.02352837447047,1.0,2.2717250713953585
0,1,20.982341713453508,77.31605257740536,74.90522134394632,6.071251977124486,68.17635977611943,0.0,3.3133444318988596
0,4,23.702585538409984,263.49049173885555,88.93530476659285,6.969216601421071,100.41328419184383,0.0,2.8735893649898725
0,0,23.004038200903175,159.78745415843707,68.6003807010571,5.547892530540967,82.28097934478504,0.0,2.2265812580776605
0,3,24.11857639190167,261.7422135517651,83.89551722285495,6.6696556226115815,75.81076431734147,1.0,2.298105080230755
0,0,26.473248923131926,273.2725512988537,52.49576274393109,7.382948475012131,96.39854174403808,0.0,2.268956693707037
1,0,27.1947860807414,65.61439840476785,63.41116200313183,5.848818534222999,63.32842580821732,0.0,1.7242522975371144
0,1,25.77184614339742,270.86619074651514,52.680661510048395,6.443298981501191,142.77457330754072,1.0,3.0952494635851258
1,4,29.33285543932402,162.07976384235553,89.01372533916282,5.682843983634276,136.7702097919239,0.0,2.0590063708091777
0,2,15.273488740145424,177.60812225105803,82.67895629087347,6.751363824522706,120.76205857405353,1.0,2.1236528510266406
0,4,17.93666978525319,206.64812777330255,84.10189684983882,6.601063361192451,60.62138275884562,0.0,3.689493165361865
0,4,15.113443124672132,281.5956516825217,87.51860925735576,6.3147310484256645,127.5877254469693,1.0,1.4080436100506772
1,0,24.712120712319045,54.779023607441005,53.40413944479141,6.542754042947482,130.79573281090188,0.0,3.846119101026019
1,4,28.470458234249804,169.21086707945426,65.42390370053333,7.29314931693802,126.77646177143377,0.0,1.7831086290995497
1,3,18.65223444864449,221.93051060764017,52.84139556176009,5.892588604622134,61.39658871192412,1.0,2.3754962128540984
1,0,28.9055181719446,230.67673942455713,58.431724062001145,5.545129023410695,114.39079570677647,0.0,3.986410641711312
0,3,15.904010854343413,223.133107884277,59.174631081506895,7.223329769398202,133.43247957493986,0.0,2.2222247216313433
1,2,29.016540402082715,83.60878235203046,68.76428844190315,6.654234164775813,107.73534012196677,1.0,1.6378281347678094
0,0,20.274340308594518,124.84889709292031,60.742486698145704,7.281316910923685,114.6407375228089,0.0,3.6736375507336567
0,2,16.52131242673825,139.67888135425335,54.039124272710445,6.693890446826345,95.83634794263062,0.0,2.259372521360457
1,0,22.288076387794884,251.10930191987626,56.69964356376431,7.120322179919405,102.87073198840525,0.0,2.623958382300656
1,1,18.851648515807618,119.68996810363825,55.89102254208364,6.359346726710296,53.43768583517252,1.0,1.9050121766488743
1,4,19.27309352942884,102.67624096680079,88.92307191649193,6.999719862576537,113.89630219732845,1.0,1.4411257991767
1,1,19.609349473894298,289.36200475952404,80.37170027673895,7.326082933779712,58.14472128911592,0.0,1.8993736505848604
1,2,27.04538846748995,52.21582127836722,88.71045861078248,6.644245927444413,93.50145943402234,0.0,2.21296649002512
1,4,23.087419150128817,299.45521392049454,67.58961946031634,5.861570301124759,79.26550976674079,0.0,3.76439197659112
1,0,19.669615487340053,219.2053247143489,61.134739266506266,6.037595230060396,104.54279502117132,1.0,1.3524706879067356
1,4,24.155006749663777,257.11732486227925,81.93172788836748,5.897289153794811,63.34163355232071,0.0,2.3206377231933426
0,3,25.742260113347903,123.6548490865483,63.05015672164587,5.993714055191466,119.16434019733182,0.0,4.610074776560497
1,4,19.089360011003006,53.57881941676499,61.97533494821393,6.1128308987020725,129.50115369284703,0.0,1.9118272402026544
1,3,21.203236522880275,234.46737964038252,59.30023968831325,6.610267573506377,66.33544497431565,0.0,2.218144237192669
0,4,16.828291400054212,258.53614925016893,55.18715912896941,6.6759832589276655,60.43130873518822,0.0,3.3602486918728043
1,3,17.717240243020203,235.1190329883798,60.25852244067064,6.352999494483722,64.55154827873591,1.0,1.0639605961718421
0,2,25.216767809474742,85.71257182520965,64.21278993895551,6.730841559641671,137.71275618985015,0.0,3.445700501329932
0,1,17.721575215434406,238.35698056424226,76.95976832582922,5.663149851222732,102.81892617563562,0.0,2.9478074671569106
